Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,SUB-1_Footnote,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-1_Footnote,TOB-2/-2a_Measure_Desc,TOB-2_%,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2_Footnote,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,TOB-2a_Footnote,PEoC_Assessed_Response,PEoC_Assessed_Footnote,EHR_Use_Response,EHR_Use_Footnote,HIE_Response,HIE_Footnote,Start_Date,End_Date,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-30_Footnote,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,FUH-7_Footnote,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,IMM-2_Footnote,HCP_%,HCP_Numerator,HCP_Denominator,HCP_Footnote,Flu_Season_Start_Date,Flu_Season_End_Date
410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE ,NORTH PROVIDENCE,RI,2904,Providence,0.01,5.42,19058.0,nan,0.23,107.17,19058,nan,nan,Not Available,Not Available,1.0,64.22,280,436,nan,63.07,275,436,nan,99.17,476,480,nan,100.00,476,476,nan,Tobacco Use Treatment (during the hospital stay),42.93,85,198,nan,9.60,19,198,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,58.00,174,300,nan,29.67,89,300,nan,07/01/2014,06/30/2015,76.00,228,300,nan,90,450,502,nan,10/01/2015,03/31/2016
410006,NEWPORT HOSPITAL,11 FRIENDSHIP STREET ,NEWPORT,RI,2840,Newport,0.35,30.7,3616.0,nan,0.14,11.81,3616,nan,84.09,37,44,nan,92.39,595,644,nan,83.39,537,644,nan,90.80,375,413,nan,99.04,413,417,nan,Tobacco Use Treatment (during the hospital stay),31.91,75,235,nan,24.26,57,235,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,45.92,45,98,nan,28.57,28,98,nan,07/01/2014,06/30/2015,91.69,276,301,nan,68,17,25,nan,10/01/2015,03/31/2016
410007,RHODE ISLAND HOSPITAL,593 EDDY STREET CASE MANAGEMENT,PROVIDENCE,RI,2902,Providence,0.54,218.19,16885.0,nan,0.46,188.26,16885,nan,nan,Not Available,Not Available,1.0,74.79,436,583,nan,72.04,420,583,nan,90.29,372,412,nan,97.78,396,405,nan,Tobacco Use Treatment (during the hospital stay),13.54,26,192,nan,9.38,18,192,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,46.06,146,317,nan,23.34,74,317,nan,07/01/2014,06/30/2015,67.22,201,299,nan,95,41,43,nan,10/01/2015,03/31/2016
410011,"LANDMARK MEDICAL CENTER,  INC",115 CASS AVE ,WOONSOCKET,RI,2895,Providence,0.0,1.0,10407.0,nan,0.05,13.17,10407,nan,nan,Not Available,Not Available,1.0,99.44,352,354,nan,99.15,351,354,nan,100.00,309,309,nan,86.97,267,307,nan,Tobacco Use Treatment (during the hospital stay),90.51,143,158,nan,82.28,130,158,nan,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,67.07,55,82,nan,40.24,33,82,nan,07/01/2014,06/30/2015,100.00,208,208,nan,88,22,25,nan,10/01/2015,03/31/2016
414000,BUTLER HOSPITAL,345 BLACKSTONE BLVD ,PROVIDENCE,RI,2906,Providence,0.24,310.87,53536.0,nan,0.23,301.05,53536,nan,78.95,15,19,nan,94.19,1297,1377,nan,85.91,1183,1377,nan,100.00,811,811,nan,71.27,578,811,nan,Tobacco Use Treatment (during the hospital stay),82.19,180,219,nan,13.70,30,219,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,55.96,427,763,nan,31.72,242,763,nan,07/01/2014,06/30/2015,70.11,251,358,nan,98,1523,1547,nan,10/01/2015,03/31/2016
414003,EMMA PENDLETON BRADLEY HOSPITAL,1011 VETERANS MEMORIAL PARKWAY ,EAST PROVIDENCE,RI,2915,Providence,1.1,514.38,19539.0,nan,0.82,383.63,19539,nan,nan,Not Available,Not Available,1.0,74.90,731,976,nan,71.72,700,976,nan,76.47,26,34,nan,91.43,32,35,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,82.59,574,695,nan,88,1104,1261,nan,10/01/2015,03/31/2016
420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE ,ROCK HILL,SC,29730,York,0.08,7.61,4202.0,nan,0.03,2.75,4202,nan,nan,Not Available,Not Available,1.0,97.32,218,224,nan,97.32,218,224,nan,100.00,356,356,nan,99.72,355,356,nan,Tobacco Use Treatment (during the hospital stay),80.32,151,188,nan,54.79,103,188,nan,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,41.77,33,79,nan,18.99,15,79,nan,07/01/2014,06/30/2015,98.38,243,247,nan,96,53,55,nan,10/01/2015,03/31/2016
420004,MUSC MEDICAL CENTER,169 ASHLEY AVE ,CHARLESTON,SC,29425,Charleston,0.01,11.3,32784.0,nan,0.33,258.85,32784,nan,nan,Not Available,Not Available,1.0,98.89,1248,1262,nan,67.27,849,1262,nan,100.00,439,439,nan,99.77,436,437,nan,Tobacco Use Treatment (during the hospital stay),88.50,200,226,nan,84.51,191,226,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,48.80,102,209,nan,28.23,59,209,nan,07/01/2014,06/30/2015,89.87,346,385,nan,93,2375,2558,nan,10/01/2015,03/31/2016
420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK ,COLUMBIA,SC,29203,Richland,0.0,0.0,12932.0,nan,0.34,104.28,12932,nan,nan,Not Available,Not Available,1.0,82.30,186,226,nan,65.49,148,226,nan,96.05,632,658,nan,98.78,650,658,nan,Tobacco Use Treatment (during the hospital stay),60.55,244,403,nan,29.28,118,403,nan,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,54.84,34,62,nan,35.48,22,62,nan,07/01/2014,06/30/2015,92.94,158,170,nan,100,127,127,nan,10/01/2015,03/31/2016
420027,ANMED HEALTH,800 N FANT ST ,ANDERSON,SC,29621,Anderson,0.0,0.0,6334.0,nan,0.18,27.38,6334,nan,76.67,46,60,nan,90.29,707,783,nan,87.74,687,783,nan,99.71,692,694,nan,99.13,686,692,nan,Tobacco Use Treatment (during the hospital stay),92.29,335,363,nan,75.48,274,363,nan,No,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,49.41,42,85,nan,22.35,19,85,nan,07/01/2014,06/30/2015,16.33,81,496,nan,100,44,44,nan,10/01/2015,03/31/2016
420030,COLLETON MEDICAL CENTER,501 ROBERTSON BOULEVARD ,WALTERBORO,SC,29488,Colleton,0.01,1.17,6131.0,nan,0.0,0,6131,nan,87.5,35,40,nan,100.00,748,748,nan,98.13,734,748,nan,99.81,523,524,nan,100.00,526,526,nan,Tobacco Use Treatment (during the hospital stay),99.66,293,294,nan,20.75,61,294,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,42.31,22,52,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,100.00,346,346,nan,93,43,46,nan,10/01/2015,03/31/2016
420036,SPRINGS MEMORIAL HOSPITAL,800 W MEETING ST ,LANCASTER,SC,29720,Lancaster,nan,nan,nan,5.0,nan,Not Available,Not Available,5.0,nan,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,Not Available,5.0,Not Available,5.0,Not Available,5.0,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,1.0,10/01/2015,03/31/2016
420057,MCLEOD MEDICAL CENTER DARLINGTON,701 CASHUA FERRY ROAD ,DARLINGTON,SC,29540,Darlington,0.01,1.41,6239.0,nan,0.19,29,6239,nan,0.0,0,11,nan,96.44,217,225,nan,77.78,175,225,nan,99.45,546,549,nan,99.82,548,549,nan,Tobacco Use Treatment (during the hospital stay),92.53,285,308,nan,7.47,23,308,nan,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,43.75,56,128,nan,21.88,28,128,nan,07/01/2014,06/30/2015,32.66,97,297,nan,48,29,61,nan,10/01/2015,03/31/2016
420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,955 RIBAUT RD ,BEAUFORT,SC,29902,Beaufort,0.0,0.0,2567.0,nan,0.18,11.25,2567,nan,100.0,24,24,nan,99.79,482,483,nan,96.27,465,483,nan,100.00,257,257,nan,100.00,255,255,nan,Tobacco Use Treatment (during the hospital stay),92.50,111,120,nan,Not Available,Not Available,Not Available,1.0,No,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,63.89,23,36,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,99.19,244,246,nan,100,45,45,nan,10/01/2015,03/31/2016
420068,TRMC OF ORANGEBURG & CALHOUN,3000 ST MATTHEWS RD BOX 1806 ,ORANGEBURG,SC,29115,Orangeburg,2.28,100.23,1830.0,nan,0.0,0,1830,nan,77.5,31,40,nan,93.88,307,327,nan,91.13,298,327,nan,99.10,220,222,nan,96.83,214,221,nan,Tobacco Use Treatment (during the hospital stay),88.12,89,101,nan,78.22,79,101,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,59.26,16,27,nan,40.74,11,27,nan,07/01/2014,06/30/2015,93.63,147,157,nan,95,58,61,nan,10/01/2015,03/31/2016
420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET ,GREENWOOD,SC,29646,Greenwood,0.0,0.0,2119.0,nan,0.0,0,2119,nan,nan,Not Available,Not Available,1.0,100.00,502,502,nan,100.00,502,502,nan,99.70,332,333,nan,86.36,57,66,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,No,nan,Non-Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,31.58,18,57,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,96.52,111,115,nan,98,40,41,nan,10/01/2015,03/31/2016
420078,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD ,GREENVILLE,SC,29605,Greenville,0.0,0.1,11508.0,nan,0.1,28.11,11508,nan,nan,Not Available,Not Available,1.0,44.97,264,587,nan,38.84,228,587,nan,86.34,373,432,nan,88.84,390,439,nan,Tobacco Use Treatment (during the hospital stay),17.22,31,180,nan,9.44,17,180,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,64.49,89,138,nan,28.99,40,138,nan,07/01/2014,06/30/2015,84.49,267,316,nan,100,196,196,nan,10/01/2015,03/31/2016
420079,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR ,CHARLESTON,SC,29406,Charleston,0.0,0.0,5144.0,nan,0.1,12.83,5144,nan,100.0,12,12,nan,98.27,170,173,nan,97.69,169,173,nan,99.61,257,258,nan,99.61,258,259,nan,Tobacco Use Treatment (during the hospital stay),79.39,104,131,nan,13.74,18,131,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,07/01/2014,06/30/2015,100.00,162,162,nan,97,75,77,nan,10/01/2015,03/31/2016
420082,AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PARKWAY ,AIKEN,SC,29801,Aiken,0.03,12.14,16986.0,nan,0.01,5.82,16986,nan,nan,Not Available,Not Available,1.0,85.06,655,770,nan,83.25,641,770,nan,97.10,402,414,nan,100.00,403,403,nan,Tobacco Use Treatment (during the hospital stay),42.38,128,302,nan,7.28,22,302,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,57.33,86,150,nan,32.00,48,150,nan,07/01/2014,06/30/2015,95.34,307,322,nan,98,155,158,nan,10/01/2015,03/31/2016
420083,MARY BLACK HEALTH SYSTEM SPARTANBURG,1700 SKYLYN DR PO BOX 3217 ,SPARTANBURG,SC,29307,Spartanburg,0.0,0.0,2413.0,nan,0.0,0,2413,nan,nan,0,0,7.0,88.27,158,179,nan,87.15,156,179,nan,99.48,191,192,nan,100.00,184,184,nan,Tobacco Use Treatment (during the hospital stay),68.42,13,19,nan,0.00,0,19,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,92.55,87,94,nan,77,20,26,nan,10/01/2015,03/31/2016
420086,PALMETTO HEALTH BAPTIST,TAYLOR AT MARION ST ,COLUMBIA,SC,29220,Richland,0.0,0.0,11427.0,nan,0.04,10.65,11427,nan,nan,Not Available,Not Available,1.0,53.65,338,630,nan,46.51,293,630,nan,93.16,354,380,nan,100.00,380,380,nan,Tobacco Use Treatment (during the hospital stay),64.90,98,151,nan,59.60,90,151,nan,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,65.71,69,105,nan,27.62,29,105,nan,07/01/2014,06/30/2015,99.43,173,174,nan,97,98,101,nan,10/01/2015,03/31/2016
424002,LIGHTHOUSE CARE CENTER OF CONWAY,152 WACCAMAW MEDICAL PARK DRIVE ,CONWAY,SC,29526,Horry,0.02,14.0,23354.0,nan,0.0,0,23354,nan,63.89,23,36,nan,98.25,952,969,nan,96.39,934,969,nan,98.68,524,531,nan,97.50,508,521,nan,Tobacco Use Treatment (during the hospital stay),99.33,297,299,nan,89.30,267,299,nan,Yes,nan,Paper or Other Form,nan,Yes,nan,01/01/2015,12/31/2015,39.17,179,457,nan,14.22,65,457,nan,07/01/2014,06/30/2015,84.34,307,364,nan,62,185,298,nan,10/01/2015,03/31/2016
424005,G WERBER BRYAN PSYCH HOSP,220 FAISON DR ,COLUMBIA,SC,29203,Richland,0.15,185.9,50491.0,nan,0.3,361.38,50491,nan,49.12,28,57,nan,94.44,153,162,nan,92.59,150,162,nan,96.73,148,153,nan,100.00,153,153,nan,Tobacco Use Treatment (during the hospital stay),32.65,32,98,nan,0.00,0,98,nan,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,56.41,22,39,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,37.07,76,205,nan,62,368,591,nan,10/01/2015,03/31/2016
424006,PALMETTO LOWCOUNTRY BEHAVIORAL HEALTH,2777 SPEISSEGGER DRIVE ,CHARLESTON,SC,29405,Charleston,0.01,7.58,22985.0,nan,0.04,21.45,22985,nan,nan,Not Available,Not Available,1.0,93.31,976,1046,nan,86.71,907,1046,nan,98.55,339,344,nan,95.93,330,344,nan,Tobacco Use Treatment (during the hospital stay),71.43,135,189,nan,38.10,72,189,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,55.51,146,263,nan,28.90,76,263,nan,07/01/2014,06/30/2015,91.53,324,354,nan,66,240,361,nan,10/01/2015,03/31/2016
424007,SPRINGBROOK BEHAVIORAL HEALTH SYSTEM,ONE HAVENWOOD LANE  PO BOX 1005 ,TRAVELERS REST,SC,29690,Greenville,0.0,0.75,11358.0,nan,0.01,3.28,11358,nan,81.4,35,43,nan,97.86,915,935,nan,83.74,783,935,nan,99.57,923,927,nan,99.46,923,928,nan,Tobacco Use Treatment (during the hospital stay),32.85,180,548,nan,32.85,180,548,nan,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,42.50,119,280,nan,12.86,36,280,nan,07/01/2014,06/30/2015,24.71,105,425,nan,31,76,247,nan,10/01/2015,03/31/2016
424008,THREE RIVERS BEHAVIORAL HEALTH,2900 SUNSET BOULEVARD ,WEST COLUMBIA,SC,29169,Lexington,0.02,18.5,33564.0,nan,0.25,199.8,33564,nan,68.75,33,48,nan,94.32,947,1004,nan,92.73,931,1004,nan,99.56,456,458,nan,97.82,448,458,nan,Tobacco Use Treatment (during the hospital stay),85.29,87,102,nan,39.22,40,102,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,48.11,229,476,nan,22.06,105,476,nan,07/01/2014,06/30/2015,53.51,206,385,nan,60,225,378,nan,10/01/2015,03/31/2016
424010,"CAROLINA CTR FOR BEHAVIORAL HEALTH,THE",2700 E PHILLIPS RD ,GREER,SC,29650,Greenville,0.02,18.15,39818.0,nan,0.0,4.23,39818,nan,nan,Not Available,Not Available,1.0,99.56,1132,1137,nan,95.07,1081,1137,nan,98.89,623,630,nan,95.19,594,624,nan,Tobacco Use Treatment (during the hospital stay),95.34,368,386,nan,9.33,36,386,nan,Yes,nan,Paper or Other Form,nan,Yes,nan,01/01/2015,12/31/2015,45.82,214,467,nan,20.99,98,467,nan,07/01/2014,06/30/2015,84.77,384,453,nan,76,370,487,nan,10/01/2015,03/31/2016
424011,PATRICK B HARRIS PSYCHIATRIC HOSPITAL,130 HIGHWAY 252 ,ANDERSON,SC,29622,Anderson,0.1,96.8,40149.0,nan,0.32,308.57,40149,nan,100.0,14,14,nan,100.00,174,174,nan,100.00,174,174,nan,99.81,518,519,nan,99.03,509,514,nan,Tobacco Use Treatment (during the hospital stay),87.85,311,354,nan,35.31,125,354,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,56.52,26,46,nan,28.26,13,46,nan,07/01/2014,06/30/2015,79.29,157,198,nan,69,232,335,nan,10/01/2015,03/31/2016
424014,REBOUND BEHAVIORAL HEALTH,134 EAST REBOUND ROAD ,LANCASTER,SC,29720,Lancaster,0.01,1.62,9082.0,nan,0.01,1.88,9082,nan,nan,Not Available,Not Available,1.0,95.63,482,504,nan,81.35,410,504,nan,92.81,387,417,nan,86.41,356,412,nan,Tobacco Use Treatment (during the hospital stay),42.99,95,221,nan,32.13,71,221,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,43.10,50,116,nan,23.28,27,116,nan,07/01/2014,06/30/2015,67.58,198,293,nan,82,91,111,nan,10/01/2015,03/31/2016
430014,AVERA ST LUKES,305 S STATE ST BOX 4450,ABERDEEN,SD,57401,Brown,0.0,0.0,2357.0,nan,0.0,0,2357,nan,nan,Not Available,Not Available,1.0,100.00,350,350,nan,98.57,345,350,nan,100.00,185,185,nan,99.54,217,218,nan,Tobacco Use Treatment (during the hospital stay),99.01,100,101,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,71.83,51,71,nan,28.17,20,71,nan,07/01/2014,06/30/2015,93.75,150,160,nan,100,23,23,nan,10/01/2015,03/31/2016
430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,1325 S. CLIFF AVENUE PO BOX 5045,SIOUX FALLS,SD,57117,Not Available,0.0,0.0,3946.0,nan,0.0,0,3946,nan,nan,Not Available,Not Available,1.0,98.13,263,268,nan,93.66,251,268,nan,98.86,87,88,nan,100.00,215,215,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,68.33,41,60,nan,40.00,24,60,nan,07/01/2014,06/30/2015,94.44,51,54,nan,96,145,151,nan,10/01/2015,03/31/2016
430077,RAPID CITY REGIONAL HOSPITAL,353 FAIRMONT BLVD ,RAPID CITY,SD,57701,Pennington,4.0,80.57,839.0,nan,181.14,3647.45,839,nan,nan,Not Available,Not Available,1.0,56.30,389,691,nan,48.91,338,691,nan,95.71,134,140,nan,97.93,142,145,nan,Tobacco Use Treatment (during the hospital stay),43.24,32,74,nan,14.86,11,74,nan,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,52.38,77,147,nan,19.05,28,147,nan,07/01/2014,06/30/2015,82.65,262,317,nan,100,105,105,nan,10/01/2015,03/31/2016
434003,SOUTH DAKOTA HUMAN SERVICES CENTER,3515 BROADWAY AVE   POST OFFICE BOX 7600 ,YANKTON,SD,57078,Yankton,0.94,457.1,20256.0,nan,1.85,898.93,20256,nan,64.0,16,25,nan,92.53,260,281,nan,92.53,260,281,nan,95.66,463,484,nan,91.60,436,476,nan,Tobacco Use Treatment (during the hospital stay),71.09,182,256,nan,11.33,29,256,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,49.00,49,100,nan,23.00,23,100,nan,07/01/2014,06/30/2015,83.05,245,295,nan,96,726,759,nan,10/01/2015,03/31/2016
440003,SUMNER REGIONAL MEDICAL CENTER,555 HARTSVILLE PIKE ,GALLATIN,TN,37066,Sumner,0.0,0.0,3252.0,nan,0.0,0,3252,nan,nan,Not Available,Not Available,1.0,100.00,135,135,nan,98.52,133,135,nan,99.23,129,130,nan,100.00,130,130,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,100.00,56,56,nan,91,20,22,nan,10/01/2015,03/31/2016
440011,BLOUNT MEMORIAL HOSPITAL,907 E LAMAR ALEXANDER PKWY ,MARYVILLE,TN,37804,Blount,0.0,0.0,5154.0,nan,0.14,17,5154,nan,nan,Not Available,Not Available,1.0,85.20,190,223,nan,82.51,184,223,nan,Not Available,Not Available,Not Available,7.0,97.54,198,203,nan,Tobacco Use Treatment (during the hospital stay),85.87,79,92,nan,84.78,78,92,nan,No,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,53.57,30,56,nan,39.29,22,56,nan,07/01/2014,06/30/2015,90.40,113,125,nan,69,38,55,nan,10/01/2015,03/31/2016
440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,1 MEDICAL PARK BLVD ,BRISTOL,TN,37620,Sullivan,0.03,5.2,7723.0,nan,0.05,9.98,7723,nan,nan,Not Available,Not Available,1.0,99.71,341,342,nan,99.12,339,342,nan,99.79,484,485,nan,98.55,476,483,nan,Tobacco Use Treatment (during the hospital stay),93.55,232,248,nan,82.66,205,248,nan,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,46.27,93,201,nan,18.91,38,201,nan,07/01/2014,06/30/2015,99.65,282,283,nan,100,91,91,nan,10/01/2015,03/31/2016
440016,BAPTIST MEMORIAL HOSPITAL HUNTINGDON,631 RB WILSON DR ,HUNTINGDON,TN,38344,Carroll,nan,0.0,0.0,7.0,nan,0,0,7.0,nan,Not Available,Not Available,1.0,99.29,140,141,nan,97.87,138,141,nan,100.00,140,140,nan,100.00,140,140,nan,Tobacco Use Treatment (during the hospital stay),93.33,14,15,nan,86.67,13,15,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,0.00,0,13,nan,07/01/2014,06/30/2015,100.00,36,36,nan,98,88,90,nan,10/01/2015,03/31/2016
440018,SYCAMORE SHOALS HOSPITAL,1501 W ELK AVE ,ELIZABETHTON,TN,37643,Carter,62.42,6227.37,4157.0,nan,0.0,0,4157,nan,nan,Not Available,Not Available,1.0,99.10,221,223,nan,97.31,217,223,nan,99.58,235,236,nan,60.34,35,58,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,0.00,0,18,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,96.40,107,111,nan,100,117,117,nan,10/01/2015,03/31/2016
440020,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,1265 E COLLEGE ST ,PULASKI,TN,38478,Giles,0.0,0.0,2406.0,nan,0.0,0,2406,nan,nan,Not Available,Not Available,1.0,99.45,182,183,nan,98.91,181,183,nan,94.38,151,160,nan,92.07,151,164,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,77.27,17,22,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,94.52,69,73,nan,95,260,274,nan,10/01/2015,03/31/2016
444001,MEMPHIS MENTAL HEALTH INSTITUTE,951 COURT AVE ,MEMPHIS,TN,38103,Shelby,0.99,411.62,17401.0,nan,0.12,50.58,17401,nan,nan,Not Available,Not Available,1.0,99.68,626,628,nan,82.48,518,628,nan,87.47,398,455,nan,95.95,403,420,nan,Tobacco Use Treatment (during the hospital stay),45.41,104,229,nan,30.13,69,229,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,24.42,21,86,nan,16.28,14,86,nan,07/01/2014,06/30/2015,86.03,234,272,nan,81,272,336,nan,10/01/2015,03/31/2016
440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,908 W 4TH NORTH ST ,MORRISTOWN,TN,37814,Hamblen,0.0,0.0,3208.0,nan,0.0,0,3208,nan,nan,0,0,7.0,99.07,320,323,nan,97.21,314,323,nan,100.00,52,52,nan,98.84,342,346,nan,Tobacco Use Treatment (during the hospital stay),81.40,35,43,nan,69.77,30,43,nan,No,nan,Non-Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,100.00,153,153,nan,79,48,61,nan,10/01/2015,03/31/2016
440033,LAFOLLETTE MEDICAL CENTER,923 E CENTRAL AVE ,LA FOLLETTE,TN,37766,Campbell,0.0,0.0,3428.0,nan,0.0,0,3428,nan,82.14,23,28,nan,81.15,198,244,nan,71.31,174,244,nan,97.76,262,268,nan,100.00,265,265,nan,Tobacco Use Treatment (during the hospital stay),54.39,31,57,nan,Not Available,Not Available,Not Available,1.0,No,nan,Paper or Other Form,nan,Yes,nan,01/01/2015,12/31/2015,37.29,22,59,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,82.79,101,122,nan,88,14,16,nan,10/01/2015,03/31/2016
